# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov  7 13:44:30 2023
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
FALSE POSITIVE,FALSE POSITIVE,6.150529292,2.6550000e-06,-2.6550000e-06,0,,,4.45620,0.01830,-0.01830,49.79,1.326e+01,-1.623e+01,0.0675,,,72.57,,,1421.0,,,4.128000,0.589000,-0.589000,6691.00,190.00,-238.00,1.5650,0.4170,-0.5100,1.0830,0.1630,-0.1340
FALSE POSITIVE,FALSE POSITIVE,4.944927575,8.0880000e-06,-8.0880000e-06,0,,,3.46480,0.07020,-0.07020,19.43,5.500e-01,-9.400e-01,0.0504,,,70.33,,,728.0,,,3.610000,1.800000,-1.800000,4428.00,79.00,-79.00,0.7010,0.0200,-0.0340,0.6970,0.0400,-0.0260
FALSE POSITIVE,FALSE POSITIVE,4.442517008,8.4400000e-07,-8.4400000e-07,0,,,2.43922,0.00983,-0.00983,26.08,5.730e+00,-3.340e+00,0.0548,,,85.02,,,1258.0,,,10.792020,0.008600,-0.008600,6316.00,155.00,-202.00,1.1190,0.2460,-0.1430,1.1090,0.1440,-0.1290
CANDIDATE,CANDIDATE,10.209026800,1.8790000e-04,-1.8790000e-04,0,,,6.26400,0.56400,-0.56400,0.92,1.700e-01,-1.300e-01,0.1014,,,89.01,,,1058.0,,,12.250000,3.400000,-3.400000,6188.00,110.00,-135.00,1.5240,0.2780,-0.2280,1.3300,0.1000,-0.1000
FALSE POSITIVE,FALSE POSITIVE,62.735643900,1.0740000e-04,-1.0740000e-04,0,,,10.79250,0.01310,-0.01310,90.12,2.610e+01,-2.873e+01,0.3105,,,89.32,,,590.0,,,61.897000,0.762000,-0.762000,6211.00,219.00,-219.00,1.4400,0.4170,-0.4590,1.0130,0.1690,-0.1230
FALSE POSITIVE,FALSE POSITIVE,7.035518449,8.0270000e-06,-8.0270000e-06,0,,,3.52860,0.04970,-0.04970,24.91,2.810e+00,-2.520e+00,0.0631,,,77.34,,,782.0,,,5.790000,2.900000,-2.900000,5288.00,157.00,-157.00,0.7100,0.0800,-0.0720,0.6750,0.0840,-0.0340
CANDIDATE,CANDIDATE,54.291633600,8.2700000e-04,-8.2700000e-04,0,,,3.36400,0.46200,-0.46200,1.67,1.060e+00,-3.500e-01,0.3102,,,89.38,,,665.0,,,86.200000,41.500000,-41.500000,6711.00,140.00,-218.00,1.5650,0.9970,-0.3240,1.3530,0.2880,-0.2500
CONFIRMED,CANDIDATE,453.542120000,3.5010000e-03,-3.5010000e-03,0,,,17.02600,0.24000,-0.24000,9.23,1.760e+00,-4.100e+00,1.3292,,,89.78,,,390.0,,,164.900000,70.400000,-70.400000,5874.00,87.00,-79.00,3.0060,0.5720,-1.3350,1.5190,0.1500,-0.3760
FALSE POSITIVE,FALSE POSITIVE,0.579516759,3.6290000e-06,-3.6290000e-06,0,,,1.34200,0.16800,-0.16800,0.60,2.000e-01,-8.000e-02,0.0140,,,76.21,,,2484.0,,,2.680000,1.200000,-1.200000,6339.00,175.00,-241.00,1.1020,0.3530,-0.1510,1.0750,0.1690,-0.1390
CANDIDATE,CANDIDATE,122.805441600,9.1810000e-04,-9.1810000e-04,0,,,2.66300,0.26100,-0.26100,118.62,2.257e+01,-5.268e+01,0.5563,,,88.94,,,602.0,,,72.600000,36.200000,-36.200000,5874.00,87.00,-79.00,3.0060,0.5720,-1.3350,1.5190,0.1500,-0.3760
FALSE POSITIVE,FALSE POSITIVE,16.248086500,1.6320000e-04,-1.6320000e-04,0,,,8.23200,0.19400,-0.19400,2.38,6.400e-01,-3.500e-01,0.1189,,,81.92,,,704.0,,,6.600000,3.200000,-3.200000,5729.00,172.00,-155.00,0.9230,0.2480,-0.1340,0.8480,0.1200,-0.0700
FALSE POSITIVE,FALSE POSITIVE,466.940700000,1.4970000e-01,-1.4970000e-01,0,,,30.56000,2.20000,-2.20000,2.90,1.160e+00,-3.700e-01,1.1156,,,89.95,,,230.0,,,115.130000,7.700000,-7.700000,5729.00,171.00,-145.00,0.9230,0.3720,-0.1170,0.8480,0.1270,-0.0630
FALSE POSITIVE,FALSE POSITIVE,289.788624000,7.0310000e-03,-7.0310000e-03,0,,,2.85700,0.35200,-0.35200,5.51,1.920e+00,-1.470e+00,1.0558,,,89.95,,,537.0,,,629.000000,290.000000,-290.000000,8057.00,239.00,-312.00,2.4070,0.8350,-0.6420,1.8680,0.2330,-0.3290
FALSE POSITIVE,FALSE POSITIVE,55.004029060,,,,,,6.06000,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,2.873657901,2.9690000e-06,-2.9690000e-06,0,,,2.10540,0.04670,-0.04670,110.29,2.513e+01,-5.859e+01,0.0431,,,83.11,,,1830.0,,,9.420000,4.700000,-4.700000,5692.00,169.00,-169.00,2.2870,0.5210,-1.2150,1.2880,0.1450,-0.3370
FALSE POSITIVE,FALSE POSITIVE,1.680425996,8.0220000e-06,-8.0220000e-06,0,,,5.45480,0.01800,-0.01800,102.31,3.103e+01,-2.537e+01,0.0306,,,79.50,,,2203.0,,,3.544100,0.061100,-0.061100,6844.00,190.00,-286.00,1.6290,0.4940,-0.4040,1.3580,0.2020,-0.2470
FALSE POSITIVE,FALSE POSITIVE,0.533458310,,,,,,1.32000,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,20.686460198,,,0,,,37.74240,,,184.22,8.658e+01,-7.082e+01,0.1582,,,89.98,,,1210.0,,,5.613588,,,4809.00,120.00,-108.00,5.1450,2.4180,-1.9780,1.2320,0.2490,-0.2490
FALSE POSITIVE,FALSE POSITIVE,131.680180000,1.5920000e-02,-1.5920000e-02,0,,,14.73000,2.40000,-2.40000,5.96,3.910e+00,-1.010e+00,0.5386,,,89.95,,,444.0,,,70.700000,24.900000,-24.900000,6468.00,170.00,-231.00,1.3020,0.8530,-0.2220,1.1980,0.2980,-0.1790
CANDIDATE,CANDIDATE,37.840423200,2.6580000e-04,-2.6580000e-04,0,,,6.40800,0.16500,-0.16500,1.76,3.100e-01,-1.000e-01,0.2363,,,89.73,,,607.0,,,44.750000,6.700000,-6.700000,6243.00,99.00,-136.00,1.1490,0.2010,-0.0670,1.2260,0.0760,-0.1020
FALSE POSITIVE,FALSE POSITIVE,200.762693000,3.6320000e-03,-3.6320000e-03,0,,,2.21500,0.43900,-0.43900,15056.90,2.803e+03,-5.342e+03,0.8547,,,87.66,,,692.0,,,1115.000000,295.000000,-295.000000,7981.00,229.00,-318.00,3.2980,0.6140,-1.1700,2.0610,0.3060,-0.4130
FALSE POSITIVE,FALSE POSITIVE,1.123258617,2.3050000e-06,-2.3050000e-06,0,,,4.27355,0.00742,-0.00742,150.94,3.262e+01,-4.355e+01,0.0258,,,81.04,,,3215.0,,,3.294300,0.007440,-0.007440,7945.00,193.00,-358.00,2.1700,0.4690,-0.6260,1.8120,0.1210,-0.3390
CANDIDATE,CANDIDATE,47.256432910,,,,,,2.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,32.027316900,9.1440000e-04,-9.1440000e-04,0,,,5.14400,0.53900,-0.53900,1.14,1.500e-01,-6.000e-02,0.1945,,,89.68,,,525.0,,,46.500000,11.200000,-11.200000,5505.00,74.00,-82.00,0.9090,0.1130,-0.0520,0.9550,0.0440,-0.0580
CANDIDATE,CANDIDATE,8.756306280,9.9760000e-05,-9.9760000e-05,0,,,2.85200,0.25700,-0.25700,1.12,3.300e-01,-2.500e-01,0.0844,,,89.03,,,982.0,,,22.000000,5.500000,-5.500000,5839.00,156.00,-174.00,1.2270,0.3600,-0.2700,1.0440,0.1370,-0.1250
CANDIDATE,CANDIDATE,9.618311100,1.0660000e-04,-1.0660000e-04,0,,,4.21500,0.21600,-0.21600,0.85,1.500e-01,-1.800e-01,0.0934,,,88.37,,,1142.0,,,15.700000,4.400000,-4.400000,6134.00,124.00,-124.00,1.6650,0.2930,-0.3580,1.1730,0.1430,-0.1070
FALSE POSITIVE,FALSE POSITIVE,12.425031900,,,0,,,1.44460,,,0.89,2.700e-01,-2.300e-01,0.1092,,,88.94,,,1030.0,,,41.896608,,,6290.00,170.00,-208.00,1.5060,0.4440,-0.4000,1.1230,0.1810,-0.1640
CONFIRMED,CANDIDATE,386.370512000,8.2550000e-03,-8.2550000e-03,0,,,11.00700,0.37500,-0.37500,2.96,1.700e-01,-1.900e-01,0.9712,,,90.00,,,209.0,,,276.900000,25.800000,-25.800000,5119.00,82.00,-82.00,0.8340,0.0470,-0.0520,0.8180,0.0530,-0.0350
CANDIDATE,CANDIDATE,0.518060209,3.7470000e-06,-3.7470000e-06,0,,,1.80620,0.02030,-0.02030,61.49,3.897e+01,-3.897e+01,0.0118,,,34.34,,,2921.0,,,1.528000,0.722000,-0.722000,5405.00,208.00,-170.00,1.7720,1.1230,-1.1230,0.8160,0.1610,-0.1080
CANDIDATE,CANDIDATE,17.369511200,4.8960000e-04,-4.8960000e-04,0,,,4.01200,0.74000,-0.74000,1.45,8.000e-02,-9.000e-02,0.1228,,,89.50,,,588.0,,,32.300000,14.400000,-14.400000,5119.00,82.00,-82.00,0.8340,0.0470,-0.0520,0.8180,0.0530,-0.0350
CANDIDATE,CANDIDATE,17.869375900,4.7030000e-04,-4.7030000e-04,0,,,6.88600,0.50700,-0.50700,0.81,3.300e-01,-7.000e-02,0.1369,,,89.38,,,759.0,,,19.310000,6.000000,-6.000000,6328.00,151.00,-188.00,1.0130,0.4050,-0.0920,1.0690,0.1890,-0.1240
CANDIDATE,CANDIDATE,17.236085000,2.2370000e-04,-2.2370000e-04,0,,,4.20900,0.40700,-0.40700,1.98,3.100e-01,-3.000e-01,0.1278,,,89.93,,,721.0,,,31.780000,3.800000,-3.800000,5543.00,74.00,-74.00,1.1110,0.1700,-0.1700,0.9370,0.0620,-0.0430
FALSE POSITIVE,FALSE POSITIVE,12.429716100,4.7240000e-04,-4.7240000e-04,0,,,15.07800,0.83400,-0.83400,1.26,3.800e-01,-1.300e-01,0.1058,,,87.27,,,742.0,,,6.140000,1.800000,-1.800000,5754.00,160.00,-200.00,0.9050,0.2810,-0.0880,1.0210,0.1100,-0.1340
FALSE POSITIVE,FALSE POSITIVE,12.428847600,4.8750000e-04,-4.8750000e-04,0,,,16.43000,0.72600,-0.72600,1.12,2.900e-01,-1.200e-01,0.1027,,,89.70,,,725.0,,,5.870000,1.500000,-1.500000,5595.00,186.00,-186.00,0.8860,0.2290,-0.0980,0.9330,0.1040,-0.0950
FALSE POSITIVE,FALSE POSITIVE,12.425825200,2.4650000e-04,-2.4650000e-04,0,,,21.84100,0.37200,-0.37200,1.27,4.000e-01,-1.700e-01,0.1074,,,78.01,,,822.0,,,3.320000,1.200000,-1.200000,5968.00,184.00,-226.00,1.0480,0.3330,-0.1430,1.0690,0.1340,-0.1480
FALSE POSITIVE,FALSE POSITIVE,153.725848000,1.7310000e-03,-1.7310000e-03,0,,,117.52000,2.00000,-2.00000,259.36,6.986e+01,-4.076e+01,0.5663,,,75.93,,,734.0,,,5.160000,2.500000,-2.500000,4794.00,77.00,-57.00,6.8160,1.8360,-1.0710,1.0230,0.3760,-0.0940
FALSE POSITIVE,FALSE POSITIVE,12.425790700,3.2390000e-04,-3.2390000e-04,0,,,19.85900,0.63900,-0.63900,1.27,1.100e-01,-1.300e-01,0.0922,,,85.16,,,589.0,,,4.550000,0.875000,-0.875000,4873.00,146.00,-146.00,0.6930,0.0620,-0.0690,0.6760,0.0880,-0.0470
FALSE POSITIVE,FALSE POSITIVE,12.425335600,3.6810000e-04,-3.6810000e-04,0,,,27.49000,2.10000,-2.10000,2.02,3.700e-01,-2.000e-01,0.0966,,,50.88,,,683.0,,,1.531000,0.139000,-0.139000,5442.00,206.00,-187.00,0.7830,0.1400,-0.0810,0.7780,0.1090,-0.0670
FALSE POSITIVE,FALSE POSITIVE,12.425420100,3.6020000e-04,-3.6020000e-04,0,,,18.56000,2.30000,-2.30000,0.84,1.400e-01,-5.000e-02,0.0961,,,84.82,,,659.0,,,4.740000,1.300000,-1.300000,5571.00,165.00,-148.00,0.6910,0.1140,-0.0450,0.7760,0.0660,-0.0730
FALSE POSITIVE,FALSE POSITIVE,12.424995000,3.1760000e-04,-3.1760000e-04,0,,,20.28200,0.63100,-0.63100,2.06,3.500e-01,-7.600e-01,0.1150,,,76.84,,,1293.0,,,3.280000,1.500000,-1.500000,6098.00,200.00,-182.00,2.6570,0.4520,-0.9790,1.3130,0.2130,-0.2920
FALSE POSITIVE,FALSE POSITIVE,12.422791800,9.3030000e-04,-9.3030000e-04,0,,,27.29000,2.10000,-2.10000,1.44,2.300e-01,-1.200e-01,0.0970,,,45.29,,,634.0,,,1.391000,0.674000,-0.674000,5279.00,158.00,-158.00,0.7200,0.1120,-0.0600,0.7960,0.0780,-0.0850
CANDIDATE,CANDIDATE,485.922970000,1.1670000e-02,-1.1670000e-02,0,,,3.75600,0.81900,-0.81900,1.07,4.700e-01,-1.600e-01,1.1294,,,89.95,,,225.0,,,893.000000,442.000000,-442.000000,5551.00,159.00,-131.00,0.9570,0.4120,-0.1470,0.8110,0.1390,-0.0600
FALSE POSITIVE,FALSE POSITIVE,22.913446297,4.0600000e-07,-4.0600000e-07,0,,,4.11699,0.00079,-0.00079,81.61,1.775e+01,-1.183e+01,0.1682,,,89.32,,,811.0,,,59.863000,0.190000,-0.190000,6621.00,149.00,-216.00,1.2970,0.2820,-0.1880,1.2130,0.1420,-0.1740
CANDIDATE,CANDIDATE,9.655047300,7.3300000e-05,-7.3300000e-05,0,,,2.75200,0.20500,-0.20500,1.45,6.000e-02,-1.100e-01,0.0825,,,89.74,,,705.0,,,27.020000,4.000000,-4.000000,4999.00,79.00,-79.00,0.8430,0.0400,-0.0600,0.8000,0.0480,-0.0280
FALSE POSITIVE,FALSE POSITIVE,10.004688100,1.1640000e-04,-1.1640000e-04,0,,,2.38900,0.25000,-0.25000,1.90,4.500e-01,-8.000e-01,0.1048,,,89.95,,,1466.0,,,32.210000,6.400000,-6.400000,6620.00,158.00,-211.00,2.6410,0.6310,-1.1040,1.5310,0.2380,-0.3910
FALSE POSITIVE,FALSE POSITIVE,8.653156020,5.3150000e-05,-5.3150000e-05,0,,,2.62700,0.22700,-0.22700,1.37,1.300e-01,-1.100e-01,0.0737,,,89.89,,,643.0,,,25.600000,11.000000,-11.000000,4746.00,170.00,-170.00,0.6960,0.0630,-0.0570,0.7130,0.0710,-0.0650
CANDIDATE,CANDIDATE,228.654120000,6.3420000e-03,-6.3420000e-03,0,,,2.48700,0.50000,-0.50000,3.63,1.270e+00,-1.170e+00,0.8976,,,89.95,,,521.0,,,693.000000,306.000000,-306.000000,6845.00,203.00,-309.00,2.6740,0.9350,-0.8620,1.8430,0.2620,-0.3750
FALSE POSITIVE,FALSE POSITIVE,2.243015737,4.5000000e-08,-4.5000000e-08,0,,,4.31675,0.00095,-0.00095,92.34,2.564e+01,-3.421e+01,0.0327,,,83.47,,,1813.0,,,5.819100,0.012700,-0.012700,6181.00,169.00,-187.00,1.4440,0.4010,-0.5350,0.9230,0.1280,-0.1050
FALSE POSITIVE,FALSE POSITIVE,4.694218481,8.1700000e-07,-8.1700000e-07,0,,,4.53365,0.00955,-0.00955,35.81,8.000e+00,-3.190e+00,0.0520,,,86.51,,,946.0,,,10.135000,0.236000,-0.236000,5512.00,166.00,-149.00,0.7870,0.1760,-0.0700,0.8510,0.0920,-0.0830
FALSE POSITIVE,FALSE POSITIVE,0.876831820,,,,,,1.96000,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0.953734449,4.4900000e-07,-4.4900000e-07,0,,,1.76160,0.02130,-0.02130,47.65,1.589e+01,-1.749e+01,0.0214,,,45.34,,,2672.0,,,1.796000,0.883000,-0.883000,7332.00,506.00,-1519.00,1.4600,0.4870,-0.5360,1.4300,0.2120,-0.4950
FALSE POSITIVE,FALSE POSITIVE,2.073873563,6.7870000e-06,-6.7870000e-06,0,,,6.56050,0.01440,-0.01440,274.78,4.350e+01,-1.391e+02,0.0403,,,87.37,,,3150.0,,,4.316040,0.009640,-0.009640,7803.00,217.00,-326.00,3.3730,0.5340,-1.7080,2.0230,0.2760,-0.5520
FALSE POSITIVE,FALSE POSITIVE,15.713787218,1.3890000e-06,-1.3890000e-06,0,,,11.31220,0.00442,-0.00442,27.64,7.860e+00,-4.230e+00,0.1197,,,85.87,,,747.0,,,10.580000,0.059500,-0.059500,5843.00,158.00,-176.00,1.0060,0.2860,-0.1540,0.9240,0.1320,-0.0880
FALSE POSITIVE,FALSE POSITIVE,7.964440392,3.0380000e-06,-3.0380000e-06,0,,,9.17010,0.01080,-0.01080,18.98,2.170e+00,-1.960e+00,0.0693,,,90.00,,,755.0,,,8.233200,0.013900,-0.013900,5250.00,158.00,-142.00,0.7360,0.0840,-0.0760,0.6980,0.0950,-0.0440
FALSE POSITIVE,FALSE POSITIVE,0.518071538,3.0440000e-06,-3.0440000e-06,0,,,1.78650,0.01820,-0.01820,42.10,1.243e+01,-9.330e+00,0.0126,,,34.22,,,2536.0,,,1.529000,0.717000,-0.717000,5876.00,184.00,-205.00,1.2090,0.3570,-0.2680,0.9990,0.1530,-0.1150
FALSE POSITIVE,FALSE POSITIVE,2.151214629,7.5260000e-06,-7.5260000e-06,0,,,2.22600,0.16200,-0.16200,14.54,2.600e+00,-9.300e-01,0.0332,,,88.16,,,3287.0,,,7.330000,1.300000,-1.300000,4748.00,79.00,-64.00,8.1790,1.4630,-0.5220,1.0530,0.4020,-0.1070
CANDIDATE,CANDIDATE,12.714363500,1.1120000e-04,-1.1120000e-04,0,,,3.10100,0.26800,-0.26800,2.20,7.100e-01,-2.400e-01,0.1074,,,89.87,,,785.0,,,31.910000,9.100000,-9.100000,5947.00,184.00,-226.00,0.9620,0.3120,-0.1040,1.0220,0.1400,-0.1400
CANDIDATE,CANDIDATE,80.410378300,6.0010000e-04,-6.0010000e-04,0,,,3.48700,0.19200,-0.19200,4.93,2.860e+00,-2.860e+00,0.3412,,,89.37,,,535.0,,,82.700000,40.600000,-40.600000,5476.00,179.00,-146.00,1.6730,0.9710,-0.9710,0.8190,0.1220,-0.1000
CANDIDATE,CANDIDATE,1.931887680,1.0350000e-05,-1.0350000e-05,0,,,1.08700,0.17800,-0.17800,0.57,1.600e-01,-6.000e-02,0.0304,,,88.89,,,1427.0,,,13.220000,4.100000,-4.100000,5896.00,132.00,-176.00,0.9140,0.2680,-0.0890,1.0000,0.1170,-0.1280
FALSE POSITIVE,FALSE POSITIVE,320.184718580,,,,,,11.94000,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,12.426469000,5.8640000e-04,-5.8640000e-04,0,,,25.71000,2.20000,-2.20000,1.66,4.600e-01,-1.300e-01,0.1052,,,46.92,,,729.0,,,1.432000,0.517000,-0.517000,5691.00,180.00,-200.00,0.8870,0.2480,-0.0660,1.0030,0.1000,-0.1300
FALSE POSITIVE,FALSE POSITIVE,12.426288900,3.0170000e-04,-3.0170000e-04,0,,,18.76400,0.52500,-0.52500,1.23,4.100e-01,-1.400e-01,0.1110,,,70.89,,,864.0,,,2.680000,1.200000,-1.200000,6246.00,173.00,-260.00,1.0920,0.3650,-0.1220,1.1800,0.1580,-0.1730
FALSE POSITIVE,FALSE POSITIVE,12.424747000,2.4570000e-04,-2.4570000e-04,0,,,25.24000,1.80000,-1.80000,1.35,3.200e-01,-1.100e-01,0.1023,,,47.54,,,691.0,,,1.445000,0.713000,-0.713000,5514.00,166.00,-166.00,0.8260,0.2010,-0.0670,0.9260,0.0830,-0.1020
FALSE POSITIVE,FALSE POSITIVE,12.425570500,5.9960000e-04,-5.9960000e-04,0,,,28.88000,1.40000,-1.40000,1.37,3.300e-01,-1.100e-01,0.1020,,,40.91,,,721.0,,,1.301000,0.642000,-0.642000,5742.00,155.00,-155.00,0.8270,0.1990,-0.0660,0.9210,0.0900,-0.1100
FALSE POSITIVE,FALSE POSITIVE,12.426173000,3.4840000e-04,-3.4840000e-04,0,,,30.64000,1.20000,-1.20000,2.67,7.200e-01,-7.200e-01,0.1057,,,33.57,,,1006.0,,,1.197000,0.114000,-0.114000,6367.00,177.00,-222.00,1.3570,0.3660,-0.3660,1.0190,0.1560,-0.1280
FALSE POSITIVE,FALSE POSITIVE,12.424430600,8.5590000e-04,-8.5590000e-04,0,,,26.15000,1.00000,-1.00000,1.59,4.200e-01,-1.300e-01,0.1003,,,46.31,,,714.0,,,1.419000,0.708000,-0.708000,5761.00,190.00,-190.00,0.7910,0.2050,-0.0680,0.8810,0.0960,-0.0960
FALSE POSITIVE,FALSE POSITIVE,6.717383280,5.3400000e-07,-5.3400000e-07,0,,,3.60057,0.00155,-0.00155,37.65,8.690e+00,-5.070e+00,0.0656,,,89.53,,,883.0,,,19.387000,0.165000,-0.165000,5301.00,185.00,-185.00,0.9360,0.2160,-0.1260,0.8330,0.1070,-0.0660
FALSE POSITIVE,FALSE POSITIVE,24.955998503,3.7980000e-06,-3.7980000e-06,0,,,2.76331,0.00816,-0.00816,36.91,5.210e+00,-1.562e+01,0.2108,,,88.32,,,1438.0,,,34.080000,1.200000,-1.200000,8617.00,325.00,-758.00,3.0180,0.4260,-1.2770,2.0020,0.3190,-0.4390
CANDIDATE,CANDIDATE,5.244915600,1.3320000e-04,-1.3320000e-04,0,,,8.36700,0.58700,-0.58700,0.52,1.400e-01,-6.000e-02,0.0562,,,89.78,,,1015.0,,,4.849000,0.668000,-0.668000,5823.00,140.00,-158.00,0.8780,0.2310,-0.0990,0.8620,0.1090,-0.0790
CANDIDATE,CANDIDATE,168.669347820,,,,,,4.07000,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,4.426942241,3.5250000e-06,-3.5250000e-06,0,,,1.61160,0.05650,-0.05650,5.43,9.200e-01,-5.000e-01,0.0480,,,84.65,,,958.0,,,10.200000,3.800000,-3.800000,5511.00,180.00,-163.00,0.7460,0.1270,-0.0680,0.7530,0.0960,-0.0520
CANDIDATE,CANDIDATE,571.280892000,5.5830000e-03,-5.5830000e-03,0,,,21.82700,0.33200,-0.33200,3.65,2.310e+00,-7.500e-01,1.5017,,,89.95,,,324.0,,,163.500000,58.100000,-58.100000,7081.00,193.00,-276.00,1.6190,1.0260,-0.3300,1.3870,0.3140,-0.2680
CANDIDATE,CANDIDATE,4.661859240,3.8040000e-05,-3.8040000e-05,0,,,3.16400,0.21100,-0.21100,1.16,7.300e-01,-2.400e-01,0.0609,,,88.81,,,1610.0,,,10.930000,2.900000,-2.900000,7081.00,193.00,-276.00,1.6190,1.0260,-0.3300,1.3870,0.3140,-0.2680
CANDIDATE,CANDIDATE,1.213672208,2.1490000e-06,-2.1490000e-06,0,,,1.36440,0.08160,-0.08160,697.14,3.055e+02,-6.586e+01,0.0226,,,36.10,,,1789.0,,,9.120000,3.200000,-3.200000,6113.00,153.00,-199.00,0.9950,0.4360,-0.0940,1.0440,0.1910,-0.1270
FALSE POSITIVE,FALSE POSITIVE,3.454241684,7.2000000e-08,-7.2000000e-08,0,,,4.69505,0.00153,-0.00153,75.11,1.592e+01,-2.587e+01,0.0504,,,85.66,,,2010.0,,,6.681000,0.077000,-0.077000,6562.00,176.00,-195.00,2.4330,0.5160,-0.8380,1.4350,0.2220,-0.2720
CANDIDATE,CANDIDATE,90.097375000,2.8060000e-03,-2.8060000e-03,0,,,12.69700,0.66000,-0.66000,1.70,5.500e-01,-2.300e-01,0.3975,,,89.96,,,430.0,,,55.000000,2.200000,-2.200000,6116.00,190.00,-211.00,1.0080,0.3310,-0.1330,1.0250,0.1500,-0.1350
CANDIDATE,CANDIDATE,7.729669410,6.3560000e-05,-6.3560000e-05,0,,,2.09100,0.48800,-0.48800,2.10,6.900e-01,-2.200e-01,0.0771,,,88.24,,,927.0,,,21.800000,10.400000,-10.400000,5947.00,184.00,-226.00,0.9620,0.3120,-0.1040,1.0220,0.1400,-0.1400
CANDIDATE,CANDIDATE,51.856565560,,,,,,2.21000,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,1.457256942,4.8200000e-07,-4.8200000e-07,0,,,6.51381,0.00365,-0.00365,98.16,3.057e+01,-1.782e+01,0.0272,,,78.87,,,2112.0,,,2.841850,0.008620,-0.008620,6630.00,187.00,-258.00,1.4160,0.4410,-0.2570,1.2600,0.1870,-0.2060
FALSE POSITIVE,FALSE POSITIVE,10.818248422,9.6690000e-06,-9.6690000e-06,0,,,18.28480,0.04520,-0.04520,11.71,2.890e+00,-1.560e+00,0.0894,,,76.96,,,830.0,,,3.603000,0.042900,-0.042900,5955.00,159.00,-159.00,0.8940,0.2210,-0.1190,0.8140,0.0950,-0.0630
